HomeTeam,AwayTeam,HomeGoals,AwayGoals,Country,League,Season,Date
Angers,Nantes,1,4,France,Ligue 1,2021-22,2021-09-19
Clermont Foot,Brest,1,1,France,Ligue 1,2021-22,2021-09-19
Reims,Lorient,0,0,France,Ligue 1,2021-22,2021-09-19
Marseille,Rennes,2,0,France,Ligue 1,2021-22,2021-09-19
Paris Saint Germain,Lyon,2,1,France,Ligue 1,2021-22,2021-09-19
Monaco,Saint-Etienne,3,1,France,Ligue 1,2021-22,2021-09-22
Montpellier,Bordeaux,3,3,France,Ligue 1,2021-22,2021-09-22
Nantes,Brest,3,1,France,Ligue 1,2021-22,2021-09-22
Rennes,Clermont Foot,6,0,France,Ligue 1,2021-22,2021-09-22
Lille,Reims,2,1,France,Ligue 1,2021-22,2021-09-22
Lorient,Nice,1,0,France,Ligue 1,2021-22,2021-09-22
Metz,Paris Saint Germain,1,2,France,Ligue 1,2021-22,2021-09-22
Lens,Strasbourg,0,1,France,Ligue 1,2021-22,2021-09-22
Angers,Marseille,0,0,France,Ligue 1,2021-22,2021-09-22
Lyon,Troyes,3,1,France,Ligue 1,2021-22,2021-09-22
Saint-Etienne,Nice,0,3,France,Ligue 1,2021-22,2021-09-25
Strasbourg,Lille,1,2,France,Ligue 1,2021-22,2021-09-25
Lyon,Lorient,1,1,France,Ligue 1,2021-22,2021-09-25
Paris Saint Germain,Montpellier,2,0,France,Ligue 1,2021-22,2021-09-25
Bordeaux,Rennes,1,1,France,Ligue 1,2021-22,2021-09-26
Brest,Metz,1,2,France,Ligue 1,2021-22,2021-09-26
Reims,Nantes,3,1,France,Ligue 1,2021-22,2021-09-26
Troyes,Angers,1,1,France,Ligue 1,2021-22,2021-09-26
Clermont Foot,Monaco,1,3,France,Ligue 1,2021-22,2021-09-26
Marseille,Lens,2,3,France,Ligue 1,2021-22,2021-09-26
Lens,Reims,2,0,France,Ligue 1,2021-22,2021-10-01
Montpellier,Strasbourg,1,1,France,Ligue 1,2021-22,2021-10-02
Nice,Brest,2,1,France,Ligue 1,2021-22,2021-10-02
Rennes,Paris Saint Germain,2,0,France,Ligue 1,2021-22,2021-10-03
Angers,Metz,3,2,France,Ligue 1,2021-22,2021-10-03
Lorient,Clermont Foot,1,1,France,Ligue 1,2021-22,2021-10-03
Monaco,Bordeaux,3,0,France,Ligue 1,2021-22,2021-10-03
Nantes,Troyes,2,0,France,Ligue 1,2021-22,2021-10-03
Lille,Marseille,2,0,France,Ligue 1,2021-22,2021-10-03
Saint-Etienne,Lyon,1,1,France,Ligue 1,2021-22,2021-10-03
Paris Saint Germain,Angers,2,1,France,Ligue 1,2021-22,2021-10-15
Clermont Foot,Lille,1,0,France,Ligue 1,2021-22,2021-10-16
Lyon,Monaco,2,0,France,Ligue 1,2021-22,2021-10-16
Troyes,Nice,1,0,France,Ligue 1,2021-22,2021-10-17
Bordeaux,Nantes,1,1,France,Ligue 1,2021-22,2021-10-17
Brest,Reims,1,1,France,Ligue 1,2021-22,2021-10-17
Metz,Rennes,0,3,France,Ligue 1,2021-22,2021-10-17
Strasbourg,Saint-Etienne,5,1,France,Ligue 1,2021-22,2021-10-17
Montpellier,Lens,1,0,France,Ligue 1,2021-22,2021-10-17
Marseille,Lorient,4,1,France,Ligue 1,2021-22,2021-10-17
Saint-Etienne,Angers,2,2,France,Ligue 1,2021-22,2021-10-22
Nantes,Clermont Foot,2,1,France,Ligue 1,2021-22,2021-10-23
Lille,Brest,1,1,France,Ligue 1,2021-22,2021-10-23
Nice,Lyon,3,2,France,Ligue 1,2021-22,2021-10-24
Lens,Metz,4,1,France,Ligue 1,2021-22,2021-10-24
Lorient,Bordeaux,1,1,France,Ligue 1,2021-22,2021-10-24
Reims,Troyes,1,2,France,Ligue 1,2021-22,2021-10-24
Rennes,Strasbourg,1,0,France,Ligue 1,2021-22,2021-10-24
Monaco,Montpellier,3,1,France,Ligue 1,2021-22,2021-10-24
Marseille,Paris Saint Germain,0,0,France,Ligue 1,2021-22,2021-10-24
Nice,Marseille,1,1,France,Ligue 1,2021-22,2021-10-27
Paris Saint Germain,Lille,2,1,France,Ligue 1,2021-22,2021-10-29
Metz,Saint-Etienne,1,1,France,Ligue 1,2021-22,2021-10-30
Lyon,Lens,2,1,France,Ligue 1,2021-22,2021-10-30
Angers,Nice,1,2,France,Ligue 1,2021-22,2021-10-31
Troyes,Rennes,2,2,France,Ligue 1,2021-22,2021-10-31
Strasbourg,Lorient,4,0,France,Ligue 1,2021-22,2021-10-31
Bordeaux,Reims,3,2,France,Ligue 1,2021-22,2021-10-31
Montpellier,Nantes,2,0,France,Ligue 1,2021-22,2021-10-31
Brest,Monaco,2,0,France,Ligue 1,2021-22,2021-10-31
Clermont Foot,Marseille,0,1,France,Ligue 1,2021-22,2021-10-31
Lens,Troyes,4,0,France,Ligue 1,2021-22,2021-11-05
Lille,Angers,1,1,France,Ligue 1,2021-22,2021-11-06
Bordeaux,Paris Saint Germain,2,3,France,Ligue 1,2021-22,2021-11-06
Marseille,Metz,0,0,France,Ligue 1,2021-22,2021-11-07
Lorient,Brest,1,2,France,Ligue 1,2021-22,2021-11-07
Nantes,Strasbourg,2,2,France,Ligue 1,2021-22,2021-11-07
Reims,Monaco,0,0,France,Ligue 1,2021-22,2021-11-07
Saint-Etienne,Clermont Foot,3,2,France,Ligue 1,2021-22,2021-11-07
Nice,Montpellier,0,1,France,Ligue 1,2021-22,2021-11-07
Rennes,Lyon,4,1,France,Ligue 1,2021-22,2021-11-07
Monaco,Lille,2,2,France,Ligue 1,2021-22,2021-11-19
Paris Saint Germain,Nantes,3,1,France,Ligue 1,2021-22,2021-11-20
Rennes,Montpellier,2,0,France,Ligue 1,2021-22,2021-11-20
Brest,Lens,4,0,France,Ligue 1,2021-22,2021-11-21
Angers,Lorient,1,0,France,Ligue 1,2021-22,2021-11-21
Strasbourg,Reims,1,1,France,Ligue 1,2021-22,2021-11-21
Troyes,Saint-Etienne,0,1,France,Ligue 1,2021-22,2021-11-21
Metz,Bordeaux,3,3,France,Ligue 1,2021-22,2021-11-21
Clermont Foot,Nice,1,2,France,Ligue 1,2021-22,2021-11-21
Lens,Angers,2,2,France,Ligue 1,2021-22,2021-11-26
Lille,Nantes,1,1,France,Ligue 1,2021-22,2021-11-27
Nice,Metz,0,1,France,Ligue 1,2021-22,2021-11-27
Saint-Etienne,Paris Saint Germain,1,3,France,Ligue 1,2021-22,2021-11-28
Lorient,Rennes,0,2,France,Ligue 1,2021-22,2021-11-28
Monaco,Strasbourg,1,1,France,Ligue 1,2021-22,2021-11-28
Reims,Clermont Foot,1,0,France,Ligue 1,2021-22,2021-11-28
Bordeaux,Brest,1,2,France,Ligue 1,2021-22,2021-11-28
Montpellier,Lyon,0,1,France,Ligue 1,2021-22,2021-11-28
Marseille,Troyes,1,0,France,Ligue 1,2021-22,2021-11-28
Strasbourg,Bordeaux,5,2,France,Ligue 1,2021-22,2021-12-01
Metz,Montpellier,1,3,France,Ligue 1,2021-22,2021-12-01
Troyes,Lorient,2,0,France,Ligue 1,2021-22,2021-12-01
Angers,Monaco,1,3,France,Ligue 1,2021-22,2021-12-01
Brest,Saint-Etienne,1,0,France,Ligue 1,2021-22,2021-12-01
Clermont Foot,Lens,2,2,France,Ligue 1,2021-22,2021-12-01
Lyon,Reims,1,2,France,Ligue 1,2021-22,2021-12-01
Nantes,Marseille,0,1,France,Ligue 1,2021-22,2021-12-01
Paris Saint Germain,Nice,0,0,France,Ligue 1,2021-22,2021-12-01
Rennes,Lille,1,2,France,Ligue 1,2021-22,2021-12-01
Marseille,Brest,1,2,France,Ligue 1,2021-22,2021-12-04
Lille,Troyes,2,1,France,Ligue 1,2021-22,2021-12-04
Lens,Paris Saint Germain,1,1,France,Ligue 1,2021-22,2021-12-04
Saint-Etienne,Rennes,0,5,France,Ligue 1,2021-22,2021-12-05
Reims,Angers,1,2,France,Ligue 1,2021-22,2021-12-05
Lorient,Nantes,0,1,France,Ligue 1,2021-22,2021-12-05
Monaco,Metz,4,0,France,Ligue 1,2021-22,2021-12-05
Montpellier,Clermont Foot,1,0,France,Ligue 1,2021-22,2021-12-05
Nice,Strasbourg,0,3,France,Ligue 1,2021-22,2021-12-05
Bordeaux,Lyon,2,2,France,Ligue 1,2021-22,2021-12-05
Nantes,Lens,3,2,France,Ligue 1,2021-22,2021-12-10
Brest,Montpellier,0,4,France,Ligue 1,2021-22,2021-12-11
Reims,Saint-Etienne,2,0,France,Ligue 1,2021-22,2021-12-11
Lille,Lyon,0,0,France,Ligue 1,2021-22,2021-12-12
Rennes,Nice,1,2,France,Ligue 1,2021-22,2021-12-12
Angers,Clermont Foot,0,1,France,Ligue 1,2021-22,2021-12-12
Troyes,Bordeaux,1,2,France,Ligue 1,2021-22,2021-12-12
Metz,Lorient,4,1,France,Ligue 1,2021-22,2021-12-12
Strasbourg,Marseille,0,2,France,Ligue 1,2021-22,2021-12-12
Paris Saint Germain,Monaco,2,0,France,Ligue 1,2021-22,2021-12-12
Bordeaux,Lille,2,3,France,Ligue 1,2021-22,2021-12-22
Lorient,Paris Saint Germain,1,1,France,Ligue 1,2021-22,2021-12-22
Lyon,Metz,1,1,France,Ligue 1,2021-22,2021-12-22
Marseille,Reims,1,1,France,Ligue 1,2021-22,2021-12-22
Monaco,Rennes,2,1,France,Ligue 1,2021-22,2021-12-22
Montpellier,Angers,4,1,France,Ligue 1,2021-22,2021-12-22
Nice,Lens,2,1,France,Ligue 1,2021-22,2021-12-22
Saint-Etienne,Nantes,0,1,France,Ligue 1,2021-22,2021-12-22
Troyes,Brest,1,1,France,Ligue 1,2021-22,2021-12-22
Bordeaux,Marseille,0,1,France,Ligue 1,2021-22,2022-01-07
Lens,Rennes,1,0,France,Ligue 1,2021-22,2022-01-08
Brest,Nice,0,3,France,Ligue 1,2021-22,2022-01-09
Metz,Strasbourg,0,2,France,Ligue 1,2021-22,2022-01-09
Clermont Foot,Reims,0,0,France,Ligue 1,2021-22,2022-01-09
Nantes,Monaco,0,0,France,Ligue 1,2021-22,2022-01-09
Lyon,Paris Saint Germain,1,1,France,Ligue 1,2021-22,2022-01-09
Nice,Nantes,2,1,France,Ligue 1,2021-22,2022-01-14
Saint-Etienne,Lens,1,2,France,Ligue 1,2021-22,2022-01-15
Paris Saint Germain,Brest,2,0,France,Ligue 1,2021-22,2022-01-15
Rennes,Bordeaux,6,0,France,Ligue 1,2021-22,2022-01-16
Lorient,Angers,0,0,France,Ligue 1,2021-22,2022-01-16
Monaco,Clermont Foot,4,0,France,Ligue 1,2021-22,2022-01-16
Reims,Metz,0,1,France,Ligue 1,2021-22,2022-01-16
Strasbourg,Montpellier,3,1,France,Ligue 1,2021-22,2022-01-16
Troyes,Lyon,0,1,France,Ligue 1,2021-22,2022-01-16
Marseille,Lille,1,1,France,Ligue 1,2021-22,2022-01-16
Clermont Foot,Strasbourg,0,2,France,Ligue 1,2021-22,2022-01-19
Montpellier,Troyes,0,1,France,Ligue 1,2021-22,2022-01-19
Lille,Lorient,3,1,France,Ligue 1,2021-22,2022-01-19
Lyon,Saint-Etienne,1,0,France,Ligue 1,2021-22,2022-01-21
Brest,Lille,2,0,France,Ligue 1,2021-22,2022-01-22
Lens,Marseille,0,2,France,Ligue 1,2021-22,2022-01-22
Metz,Nice,0,2,France,Ligue 1,2021-22,2022-01-23
Angers,Troyes,2,1,France,Ligue 1,2021-22,2022-01-23
Bordeaux,Strasbourg,4,3,France,Ligue 1,2021-22,2022-01-23
Clermont Foot,Rennes,2,1,France,Ligue 1,2021-22,2022-01-23
Nantes,Lorient,4,2,France,Ligue 1,2021-22,2022-01-23
Montpellier,Monaco,3,2,France,Ligue 1,2021-22,2022-01-23
Paris Saint Germain,Reims,4,0,France,Ligue 1,2021-22,2022-01-23
Angers,Saint-Etienne,0,1,France,Ligue 1,2021-22,2022-01-26
Lyon,Marseille,2,1,France,Ligue 1,2021-22,2022-02-02
Marseille,Angers,5,2,France,Ligue 1,2021-22,2022-02-04
Saint-Etienne,Montpellier,3,1,France,Ligue 1,2021-22,2022-02-05
Monaco,Lyon,2,0,France,Ligue 1,2021-22,2022-02-05
Lorient,Lens,2,0,France,Ligue 1,2021-22,2022-02-06
Strasbourg,Nantes,1,0,France,Ligue 1,2021-22,2022-02-06
Troyes,Metz,0,0,France,Ligue 1,2021-22,2022-02-06
Nice,Clermont Foot,0,1,France,Ligue 1,2021-22,2022-02-06
Reims,Bordeaux,5,0,France,Ligue 1,2021-22,2022-02-06
Rennes,Brest,2,0,France,Ligue 1,2021-22,2022-02-06
Lille,Paris Saint Germain,1,5,France,Ligue 1,2021-22,2022-02-06
Paris Saint Germain,Rennes,1,0,France,Ligue 1,2021-22,2022-02-11
Montpellier,Lille,0,1,France,Ligue 1,2021-22,2022-02-12
Lyon,Nice,2,0,France,Ligue 1,2021-22,2022-02-12
Monaco,Lorient,0,0,France,Ligue 1,2021-22,2022-02-13
Brest,Troyes,5,1,France,Ligue 1,2021-22,2022-02-13
Clermont Foot,Saint-Etienne,1,2,France,Ligue 1,2021-22,2022-02-13
Nantes,Reims,1,0,France,Ligue 1,2021-22,2022-02-13
Angers,Strasbourg,0,1,France,Ligue 1,2021-22,2022-02-13
Lens,Bordeaux,3,2,France,Ligue 1,2021-22,2022-02-13
Metz,Marseille,1,2,France,Ligue 1,2021-22,2022-02-13
Lille,Metz,0,0,France,Ligue 1,2021-22,2022-02-18
Lens,Lyon,1,1,France,Ligue 1,2021-22,2022-02-19
Nantes,Paris Saint Germain,3,1,France,Ligue 1,2021-22,2022-02-19
Nice,Angers,1,0,France,Ligue 1,2021-22,2022-02-20
Lorient,Montpellier,0,1,France,Ligue 1,2021-22,2022-02-20
Reims,Brest,1,1,France,Ligue 1,2021-22,2022-02-20
Saint-Etienne,Strasbourg,2,2,France,Ligue 1,2021-22,2022-02-20
Rennes,Troyes,4,1,France,Ligue 1,2021-22,2022-02-20
Bordeaux,Monaco,1,1,France,Ligue 1,2021-22,2022-02-20
Marseille,Clermont Foot,0,2,France,Ligue 1,2021-22,2022-02-20
Montpellier,Rennes,2,4,France,Ligue 1,2021-22,2022-02-25
Strasbourg,Nice,0,0,France,Ligue 1,2021-22,2022-02-26
Paris Saint Germain,Saint-Etienne,3,1,France,Ligue 1,2021-22,2022-02-26
Monaco,Reims,1,2,France,Ligue 1,2021-22,2022-02-27
Angers,Lens,1,2,France,Ligue 1,2021-22,2022-02-27
Metz,Nantes,0,0,France,Ligue 1,2021-22,2022-02-27
Clermont Foot,Bordeaux,1,1,France,Ligue 1,2021-22,2022-02-27
Brest,Lorient,0,1,France,Ligue 1,2021-22,2022-02-27
Troyes,Marseille,1,1,France,Ligue 1,2021-22,2022-02-27
Lyon,Lille,0,1,France,Ligue 1,2021-22,2022-02-27
Lorient,Lyon,1,4,France,Ligue 1,2021-22,2022-03-04
