HomeTeam,AwayTeam,HomeGoals,AwayGoals,Country,League,Season,Date
Leeds,Liverpool,0,3,England,EPL,2021-22,2021-09-12
Everton,Burnley,3,1,England,EPL,2021-22,2021-09-13
Newcastle United,Leeds,1,1,England,EPL,2021-22,2021-09-17
Wolverhampton Wanderers,Brentford,0,2,England,EPL,2021-22,2021-09-18
Norwich,Watford,1,3,England,EPL,2021-22,2021-09-18
Burnley,Arsenal,0,1,England,EPL,2021-22,2021-09-18
Liverpool,Crystal Palace,3,0,England,EPL,2021-22,2021-09-18
Manchester City,Southampton,0,0,England,EPL,2021-22,2021-09-18
Aston Villa,Everton,3,0,England,EPL,2021-22,2021-09-18
Brighton,Leicester,2,1,England,EPL,2021-22,2021-09-19
West Ham,Manchester United,1,2,England,EPL,2021-22,2021-09-19
Tottenham,Chelsea,0,3,England,EPL,2021-22,2021-09-19
Chelsea,Manchester City,0,1,England,EPL,2021-22,2021-09-25
Manchester United,Aston Villa,0,1,England,EPL,2021-22,2021-09-25
Watford,Newcastle United,1,1,England,EPL,2021-22,2021-09-25
Everton,Norwich,2,0,England,EPL,2021-22,2021-09-25
Leeds,West Ham,1,2,England,EPL,2021-22,2021-09-25
Leicester,Burnley,2,2,England,EPL,2021-22,2021-09-25
Brentford,Liverpool,3,3,England,EPL,2021-22,2021-09-25
Southampton,Wolverhampton Wanderers,0,1,England,EPL,2021-22,2021-09-26
Arsenal,Tottenham,3,1,England,EPL,2021-22,2021-09-26
Crystal Palace,Brighton,1,1,England,EPL,2021-22,2021-09-27
Manchester United,Everton,1,1,England,EPL,2021-22,2021-10-02
Wolverhampton Wanderers,Newcastle United,2,1,England,EPL,2021-22,2021-10-02
Leeds,Watford,1,0,England,EPL,2021-22,2021-10-02
Burnley,Norwich,0,0,England,EPL,2021-22,2021-10-02
Chelsea,Southampton,3,1,England,EPL,2021-22,2021-10-02
Brighton,Arsenal,0,0,England,EPL,2021-22,2021-10-02
Crystal Palace,Leicester,2,2,England,EPL,2021-22,2021-10-03
Tottenham,Aston Villa,2,1,England,EPL,2021-22,2021-10-03
West Ham,Brentford,1,2,England,EPL,2021-22,2021-10-03
Liverpool,Manchester City,2,2,England,EPL,2021-22,2021-10-03
Watford,Liverpool,0,5,England,EPL,2021-22,2021-10-16
Aston Villa,Wolverhampton Wanderers,2,3,England,EPL,2021-22,2021-10-16
Leicester,Manchester United,4,2,England,EPL,2021-22,2021-10-16
Manchester City,Burnley,2,0,England,EPL,2021-22,2021-10-16
Norwich,Brighton,0,0,England,EPL,2021-22,2021-10-16
Southampton,Leeds,1,0,England,EPL,2021-22,2021-10-16
Brentford,Chelsea,0,1,England,EPL,2021-22,2021-10-16
Everton,West Ham,0,1,England,EPL,2021-22,2021-10-17
Newcastle United,Tottenham,2,3,England,EPL,2021-22,2021-10-17
Arsenal,Crystal Palace,2,2,England,EPL,2021-22,2021-10-18
Arsenal,Aston Villa,3,1,England,EPL,2021-22,2021-10-22
Chelsea,Norwich,7,0,England,EPL,2021-22,2021-10-23
Crystal Palace,Newcastle United,1,1,England,EPL,2021-22,2021-10-23
Everton,Watford,2,5,England,EPL,2021-22,2021-10-23
Leeds,Wolverhampton Wanderers,1,1,England,EPL,2021-22,2021-10-23
Southampton,Burnley,2,2,England,EPL,2021-22,2021-10-23
Brighton,Manchester City,1,4,England,EPL,2021-22,2021-10-23
Brentford,Leicester,1,2,England,EPL,2021-22,2021-10-24
West Ham,Tottenham,1,0,England,EPL,2021-22,2021-10-24
Manchester United,Liverpool,0,5,England,EPL,2021-22,2021-10-24
Leicester,Arsenal,0,2,England,EPL,2021-22,2021-10-30
Watford,Southampton,0,1,England,EPL,2021-22,2021-10-30
Newcastle United,Chelsea,0,3,England,EPL,2021-22,2021-10-30
Manchester City,Crystal Palace,0,2,England,EPL,2021-22,2021-10-30
Liverpool,Brighton,2,2,England,EPL,2021-22,2021-10-30
Burnley,Brentford,3,1,England,EPL,2021-22,2021-10-30
Tottenham,Manchester United,0,3,England,EPL,2021-22,2021-10-30
Norwich,Leeds,1,2,England,EPL,2021-22,2021-10-31
Aston Villa,West Ham,1,4,England,EPL,2021-22,2021-10-31
Wolverhampton Wanderers,Everton,2,1,England,EPL,2021-22,2021-11-01
Southampton,Aston Villa,1,0,England,EPL,2021-22,2021-11-05
Manchester United,Manchester City,0,2,England,EPL,2021-22,2021-11-06
Brentford,Norwich,1,2,England,EPL,2021-22,2021-11-06
Chelsea,Burnley,1,1,England,EPL,2021-22,2021-11-06
Crystal Palace,Wolverhampton Wanderers,2,0,England,EPL,2021-22,2021-11-06
Brighton,Newcastle United,1,1,England,EPL,2021-22,2021-11-06
Arsenal,Watford,1,0,England,EPL,2021-22,2021-11-07
Everton,Tottenham,0,0,England,EPL,2021-22,2021-11-07
Leeds,Leicester,1,1,England,EPL,2021-22,2021-11-07
West Ham,Liverpool,3,2,England,EPL,2021-22,2021-11-07
Leicester,Chelsea,0,3,England,EPL,2021-22,2021-11-20
Aston Villa,Brighton,2,0,England,EPL,2021-22,2021-11-20
Burnley,Crystal Palace,3,3,England,EPL,2021-22,2021-11-20
Newcastle United,Brentford,3,3,England,EPL,2021-22,2021-11-20
Norwich,Southampton,2,1,England,EPL,2021-22,2021-11-20
Watford,Manchester United,4,1,England,EPL,2021-22,2021-11-20
Wolverhampton Wanderers,West Ham,1,0,England,EPL,2021-22,2021-11-20
Liverpool,Arsenal,4,0,England,EPL,2021-22,2021-11-20
Manchester City,Everton,3,0,England,EPL,2021-22,2021-11-21
Tottenham,Leeds,2,1,England,EPL,2021-22,2021-11-21
Arsenal,Newcastle United,2,0,England,EPL,2021-22,2021-11-27
Crystal Palace,Aston Villa,1,2,England,EPL,2021-22,2021-11-27
Liverpool,Southampton,4,0,England,EPL,2021-22,2021-11-27
Norwich,Wolverhampton Wanderers,0,0,England,EPL,2021-22,2021-11-27
Brighton,Leeds,0,0,England,EPL,2021-22,2021-11-27
Leicester,Watford,4,2,England,EPL,2021-22,2021-11-28
Brentford,Everton,1,0,England,EPL,2021-22,2021-11-28
Manchester City,West Ham,2,1,England,EPL,2021-22,2021-11-28
Chelsea,Manchester United,1,1,England,EPL,2021-22,2021-11-28
Newcastle United,Norwich,1,1,England,EPL,2021-22,2021-11-30
Leeds,Crystal Palace,1,0,England,EPL,2021-22,2021-11-30
Watford,Chelsea,1,2,England,EPL,2021-22,2021-12-01
West Ham,Brighton,1,1,England,EPL,2021-22,2021-12-01
Wolverhampton Wanderers,Burnley,0,0,England,EPL,2021-22,2021-12-01
Southampton,Leicester,2,2,England,EPL,2021-22,2021-12-01
Aston Villa,Manchester City,1,2,England,EPL,2021-22,2021-12-01
Everton,Liverpool,1,4,England,EPL,2021-22,2021-12-01
Tottenham,Brentford,2,0,England,EPL,2021-22,2021-12-02
Manchester United,Arsenal,3,2,England,EPL,2021-22,2021-12-02
West Ham,Chelsea,3,2,England,EPL,2021-22,2021-12-04
Newcastle United,Burnley,1,0,England,EPL,2021-22,2021-12-04
Southampton,Brighton,1,1,England,EPL,2021-22,2021-12-04
Wolverhampton Wanderers,Liverpool,0,1,England,EPL,2021-22,2021-12-04
Watford,Manchester City,1,3,England,EPL,2021-22,2021-12-04
Tottenham,Norwich,3,0,England,EPL,2021-22,2021-12-05
Leeds,Brentford,2,2,England,EPL,2021-22,2021-12-05
Manchester United,Crystal Palace,1,0,England,EPL,2021-22,2021-12-05
Aston Villa,Leicester,2,1,England,EPL,2021-22,2021-12-05
Everton,Arsenal,2,1,England,EPL,2021-22,2021-12-06
Brentford,Watford,2,1,England,EPL,2021-22,2021-12-10
Manchester City,Wolverhampton Wanderers,1,0,England,EPL,2021-22,2021-12-11
Arsenal,Southampton,3,0,England,EPL,2021-22,2021-12-11
Chelsea,Leeds,3,2,England,EPL,2021-22,2021-12-11
Liverpool,Aston Villa,1,0,England,EPL,2021-22,2021-12-11
Norwich,Manchester United,0,1,England,EPL,2021-22,2021-12-11
Burnley,West Ham,0,0,England,EPL,2021-22,2021-12-12
Leicester,Newcastle United,4,0,England,EPL,2021-22,2021-12-12
Crystal Palace,Everton,3,1,England,EPL,2021-22,2021-12-12
Norwich,Aston Villa,0,2,England,EPL,2021-22,2021-12-14
Manchester City,Leeds,7,0,England,EPL,2021-22,2021-12-14
Crystal Palace,Southampton,2,2,England,EPL,2021-22,2021-12-15
Brighton,Wolverhampton Wanderers,0,1,England,EPL,2021-22,2021-12-15
Arsenal,West Ham,2,0,England,EPL,2021-22,2021-12-15
Chelsea,Everton,1,1,England,EPL,2021-22,2021-12-16
Liverpool,Newcastle United,3,1,England,EPL,2021-22,2021-12-16
Leeds,Arsenal,1,4,England,EPL,2021-22,2021-12-18
Wolverhampton Wanderers,Chelsea,0,0,England,EPL,2021-22,2021-12-19
Newcastle United,Manchester City,0,4,England,EPL,2021-22,2021-12-19
Tottenham,Liverpool,2,2,England,EPL,2021-22,2021-12-19
Manchester City,Leicester,6,3,England,EPL,2021-22,2021-12-26
Norwich,Arsenal,0,5,England,EPL,2021-22,2021-12-26
Tottenham,Crystal Palace,3,0,England,EPL,2021-22,2021-12-26
West Ham,Southampton,2,3,England,EPL,2021-22,2021-12-26
Aston Villa,Chelsea,1,3,England,EPL,2021-22,2021-12-26
Brighton,Brentford,2,0,England,EPL,2021-22,2021-12-26
Newcastle United,Manchester United,1,1,England,EPL,2021-22,2021-12-27
Southampton,Tottenham,1,1,England,EPL,2021-22,2021-12-28
Watford,West Ham,1,4,England,EPL,2021-22,2021-12-28
Crystal Palace,Norwich,3,0,England,EPL,2021-22,2021-12-28
Leicester,Liverpool,1,0,England,EPL,2021-22,2021-12-28
Chelsea,Brighton,1,1,England,EPL,2021-22,2021-12-29
Brentford,Manchester City,0,1,England,EPL,2021-22,2021-12-29
Manchester United,Burnley,3,1,England,EPL,2021-22,2021-12-30
Arsenal,Manchester City,1,2,England,EPL,2021-22,2022-01-01
Watford,Tottenham,0,1,England,EPL,2021-22,2022-01-01
Crystal Palace,West Ham,2,3,England,EPL,2021-22,2022-01-01
Brentford,Aston Villa,2,1,England,EPL,2021-22,2022-01-02
Everton,Brighton,2,3,England,EPL,2021-22,2022-01-02
Leeds,Burnley,3,1,England,EPL,2021-22,2022-01-02
Chelsea,Liverpool,2,2,England,EPL,2021-22,2022-01-02
Manchester United,Wolverhampton Wanderers,0,1,England,EPL,2021-22,2022-01-03
Southampton,Brentford,4,1,England,EPL,2021-22,2022-01-11
West Ham,Norwich,2,0,England,EPL,2021-22,2022-01-12
Brighton,Crystal Palace,1,1,England,EPL,2021-22,2022-01-14
Manchester City,Chelsea,1,0,England,EPL,2021-22,2022-01-15
Newcastle United,Watford,1,1,England,EPL,2021-22,2022-01-15
Norwich,Everton,2,1,England,EPL,2021-22,2022-01-15
Wolverhampton Wanderers,Southampton,3,1,England,EPL,2021-22,2022-01-15
Aston Villa,Manchester United,2,2,England,EPL,2021-22,2022-01-15
Liverpool,Brentford,3,0,England,EPL,2021-22,2022-01-16
West Ham,Leeds,2,3,England,EPL,2021-22,2022-01-16
Brighton,Chelsea,1,1,England,EPL,2021-22,2022-01-18
Leicester,Tottenham,2,3,England,EPL,2021-22,2022-01-19
Brentford,Manchester United,1,3,England,EPL,2021-22,2022-01-19
Watford,Norwich,0,3,England,EPL,2021-22,2022-01-21
Everton,Aston Villa,0,1,England,EPL,2021-22,2022-01-22
Leeds,Newcastle United,0,1,England,EPL,2021-22,2022-01-22
Manchester United,West Ham,1,0,England,EPL,2021-22,2022-01-22
Brentford,Wolverhampton Wanderers,1,2,England,EPL,2021-22,2022-01-22
Southampton,Manchester City,1,1,England,EPL,2021-22,2022-01-22
Arsenal,Burnley,0,0,England,EPL,2021-22,2022-01-23
Crystal Palace,Liverpool,1,3,England,EPL,2021-22,2022-01-23
Leicester,Brighton,1,1,England,EPL,2021-22,2022-01-23
Chelsea,Tottenham,2,0,England,EPL,2021-22,2022-01-23
Burnley,Watford,0,0,England,EPL,2021-22,2022-02-05
West Ham,Watford,1,0,England,EPL,2021-22,2022-02-08
Newcastle United,Everton,3,1,England,EPL,2021-22,2022-02-08
Burnley,Manchester United,1,1,England,EPL,2021-22,2022-02-08
Norwich,Crystal Palace,1,1,England,EPL,2021-22,2022-02-09
Tottenham,Southampton,2,3,England,EPL,2021-22,2022-02-09
Manchester City,Brentford,2,0,England,EPL,2021-22,2022-02-09
Aston Villa,Leeds,3,3,England,EPL,2021-22,2022-02-09
Wolverhampton Wanderers,Arsenal,0,1,England,EPL,2021-22,2022-02-10
Liverpool,Leicester,2,0,England,EPL,2021-22,2022-02-10
Manchester United,Southampton,1,1,England,EPL,2021-22,2022-02-12
Brentford,Crystal Palace,0,0,England,EPL,2021-22,2022-02-12
Everton,Leeds,3,0,England,EPL,2021-22,2022-02-12
Watford,Brighton,0,2,England,EPL,2021-22,2022-02-12
Norwich,Manchester City,0,4,England,EPL,2021-22,2022-02-12
Burnley,Liverpool,0,1,England,EPL,2021-22,2022-02-13
Newcastle United,Aston Villa,1,0,England,EPL,2021-22,2022-02-13
Tottenham,Wolverhampton Wanderers,0,2,England,EPL,2021-22,2022-02-13
Leicester,West Ham,2,2,England,EPL,2021-22,2022-02-13
Manchester United,Brighton,2,0,England,EPL,2021-22,2022-02-15
West Ham,Newcastle United,1,1,England,EPL,2021-22,2022-02-19
Liverpool,Norwich,3,1,England,EPL,2021-22,2022-02-19
Crystal Palace,Chelsea,0,1,England,EPL,2021-22,2022-02-19
Southampton,Everton,2,0,England,EPL,2021-22,2022-02-19
Aston Villa,Watford,0,1,England,EPL,2021-22,2022-02-19
Arsenal,Brentford,2,1,England,EPL,2021-22,2022-02-19
Brighton,Burnley,0,3,England,EPL,2021-22,2022-02-19
Manchester City,Tottenham,2,3,England,EPL,2021-22,2022-02-19
Leeds,Manchester United,2,4,England,EPL,2021-22,2022-02-20
Wolverhampton Wanderers,Leicester,2,1,England,EPL,2021-22,2022-02-20
Burnley,Tottenham,1,0,England,EPL,2021-22,2022-02-23
Watford,Crystal Palace,1,4,England,EPL,2021-22,2022-02-23
Liverpool,Leeds,6,0,England,EPL,2021-22,2022-02-23
Arsenal,Wolverhampton Wanderers,2,1,England,EPL,2021-22,2022-02-24
Southampton,Norwich,2,0,England,EPL,2021-22,2022-02-25
Leeds,Tottenham,0,4,England,EPL,2021-22,2022-02-26
Brentford,Newcastle United,0,2,England,EPL,2021-22,2022-02-26
Crystal Palace,Burnley,1,1,England,EPL,2021-22,2022-02-26
Manchester United,Watford,0,0,England,EPL,2021-22,2022-02-26
Brighton,Aston Villa,0,2,England,EPL,2021-22,2022-02-26
Everton,Manchester City,0,1,England,EPL,2021-22,2022-02-26
West Ham,Wolverhampton Wanderers,1,0,England,EPL,2021-22,2022-02-27
Burnley,Leicester,0,2,England,EPL,2021-22,2022-03-01
