HomeTeam,AwayTeam,HomeGoals,AwayGoals,Country,League,Season,Date
Sampdoria,AC Milan,1,2,Italy,Serie A,2020-21,2020-12-06
Fiorentina,Genoa,1,1,Italy,Serie A,2020-21,2020-12-07
Sassuolo,Benevento,1,0,Italy,Serie A,2020-21,2020-12-11
Crotone,Spezia,4,1,Italy,Serie A,2020-21,2020-12-12
Torino,Udinese,2,3,Italy,Serie A,2020-21,2020-12-12
Lazio,Verona,1,2,Italy,Serie A,2020-21,2020-12-12
Cagliari,Inter,1,3,Italy,Serie A,2020-21,2020-12-13
Atalanta,Fiorentina,3,0,Italy,Serie A,2020-21,2020-12-13
Bologna,Roma,1,5,Italy,Serie A,2020-21,2020-12-13
Napoli,Sampdoria,2,1,Italy,Serie A,2020-21,2020-12-13
Genoa,Juventus,1,3,Italy,Serie A,2020-21,2020-12-13
AC Milan,Parma Calcio 1913,2,2,Italy,Serie A,2020-21,2020-12-13
Udinese,Crotone,0,0,Italy,Serie A,2020-21,2020-12-15
Benevento,Lazio,1,1,Italy,Serie A,2020-21,2020-12-15
Juventus,Atalanta,1,1,Italy,Serie A,2020-21,2020-12-16
Fiorentina,Sassuolo,1,1,Italy,Serie A,2020-21,2020-12-16
Genoa,AC Milan,2,2,Italy,Serie A,2020-21,2020-12-16
Inter,Napoli,1,0,Italy,Serie A,2020-21,2020-12-16
Parma Calcio 1913,Cagliari,0,0,Italy,Serie A,2020-21,2020-12-16
Spezia,Bologna,2,2,Italy,Serie A,2020-21,2020-12-16
Verona,Sampdoria,1,2,Italy,Serie A,2020-21,2020-12-16
Roma,Torino,3,1,Italy,Serie A,2020-21,2020-12-17
Fiorentina,Verona,1,1,Italy,Serie A,2020-21,2020-12-19
Sampdoria,Crotone,3,1,Italy,Serie A,2020-21,2020-12-19
Parma Calcio 1913,Juventus,0,4,Italy,Serie A,2020-21,2020-12-19
Torino,Bologna,1,1,Italy,Serie A,2020-21,2020-12-20
Benevento,Genoa,2,0,Italy,Serie A,2020-21,2020-12-20
Cagliari,Udinese,1,1,Italy,Serie A,2020-21,2020-12-20
Inter,Spezia,2,1,Italy,Serie A,2020-21,2020-12-20
Sassuolo,AC Milan,1,2,Italy,Serie A,2020-21,2020-12-20
Atalanta,Roma,4,1,Italy,Serie A,2020-21,2020-12-20
Lazio,Napoli,2,0,Italy,Serie A,2020-21,2020-12-20
Crotone,Parma Calcio 1913,2,1,Italy,Serie A,2020-21,2020-12-22
Juventus,Fiorentina,0,3,Italy,Serie A,2020-21,2020-12-22
Verona,Inter,1,2,Italy,Serie A,2020-21,2020-12-23
Bologna,Atalanta,2,2,Italy,Serie A,2020-21,2020-12-23
AC Milan,Lazio,3,2,Italy,Serie A,2020-21,2020-12-23
Napoli,Torino,1,1,Italy,Serie A,2020-21,2020-12-23
Roma,Cagliari,3,2,Italy,Serie A,2020-21,2020-12-23
Sampdoria,Sassuolo,2,3,Italy,Serie A,2020-21,2020-12-23
Spezia,Genoa,1,2,Italy,Serie A,2020-21,2020-12-23
Udinese,Benevento,0,2,Italy,Serie A,2020-21,2020-12-23
Inter,Crotone,6,2,Italy,Serie A,2020-21,2021-01-03
Spezia,Verona,0,1,Italy,Serie A,2020-21,2021-01-03
Roma,Sampdoria,1,0,Italy,Serie A,2020-21,2021-01-03
Parma Calcio 1913,Torino,0,3,Italy,Serie A,2020-21,2021-01-03
Atalanta,Sassuolo,5,1,Italy,Serie A,2020-21,2021-01-03
Fiorentina,Bologna,0,0,Italy,Serie A,2020-21,2021-01-03
Cagliari,Napoli,1,4,Italy,Serie A,2020-21,2021-01-03
Genoa,Lazio,1,1,Italy,Serie A,2020-21,2021-01-03
Benevento,AC Milan,0,2,Italy,Serie A,2020-21,2021-01-03
Juventus,Udinese,4,1,Italy,Serie A,2020-21,2021-01-03
Cagliari,Benevento,1,2,Italy,Serie A,2020-21,2021-01-06
Torino,Verona,1,1,Italy,Serie A,2020-21,2021-01-06
Sassuolo,Genoa,2,1,Italy,Serie A,2020-21,2021-01-06
Sampdoria,Inter,2,1,Italy,Serie A,2020-21,2021-01-06
Crotone,Roma,1,3,Italy,Serie A,2020-21,2021-01-06
Bologna,Udinese,2,2,Italy,Serie A,2020-21,2021-01-06
Atalanta,Parma Calcio 1913,3,0,Italy,Serie A,2020-21,2021-01-06
Lazio,Fiorentina,2,1,Italy,Serie A,2020-21,2021-01-06
Napoli,Spezia,1,2,Italy,Serie A,2020-21,2021-01-06
AC Milan,Juventus,1,3,Italy,Serie A,2020-21,2021-01-06
Benevento,Atalanta,1,4,Italy,Serie A,2020-21,2021-01-09
Genoa,Bologna,2,0,Italy,Serie A,2020-21,2021-01-09
AC Milan,Torino,2,0,Italy,Serie A,2020-21,2021-01-09
Roma,Inter,2,2,Italy,Serie A,2020-21,2021-01-10
Parma Calcio 1913,Lazio,0,2,Italy,Serie A,2020-21,2021-01-10
Udinese,Napoli,1,2,Italy,Serie A,2020-21,2021-01-10
Verona,Crotone,2,1,Italy,Serie A,2020-21,2021-01-10
Fiorentina,Cagliari,1,0,Italy,Serie A,2020-21,2021-01-10
Juventus,Sassuolo,3,1,Italy,Serie A,2020-21,2021-01-10
Spezia,Sampdoria,2,1,Italy,Serie A,2020-21,2021-01-11
Lazio,Roma,3,0,Italy,Serie A,2020-21,2021-01-15
Bologna,Verona,1,0,Italy,Serie A,2020-21,2021-01-16
Torino,Spezia,0,0,Italy,Serie A,2020-21,2021-01-16
Sampdoria,Udinese,2,1,Italy,Serie A,2020-21,2021-01-16
Napoli,Fiorentina,6,0,Italy,Serie A,2020-21,2021-01-17
Crotone,Benevento,4,1,Italy,Serie A,2020-21,2021-01-17
Sassuolo,Parma Calcio 1913,1,1,Italy,Serie A,2020-21,2021-01-17
Atalanta,Genoa,0,0,Italy,Serie A,2020-21,2021-01-17
Inter,Juventus,2,0,Italy,Serie A,2020-21,2021-01-17
Cagliari,AC Milan,0,2,Italy,Serie A,2020-21,2021-01-18
Udinese,Atalanta,1,1,Italy,Serie A,2020-21,2021-01-20
Benevento,Torino,2,2,Italy,Serie A,2020-21,2021-01-22
Roma,Spezia,4,3,Italy,Serie A,2020-21,2021-01-23
AC Milan,Atalanta,0,3,Italy,Serie A,2020-21,2021-01-23
Udinese,Inter,0,0,Italy,Serie A,2020-21,2021-01-23
Fiorentina,Crotone,2,1,Italy,Serie A,2020-21,2021-01-23
Juventus,Bologna,2,0,Italy,Serie A,2020-21,2021-01-24
Genoa,Cagliari,1,0,Italy,Serie A,2020-21,2021-01-24
Verona,Napoli,3,1,Italy,Serie A,2020-21,2021-01-24
Lazio,Sassuolo,2,1,Italy,Serie A,2020-21,2021-01-24
Parma Calcio 1913,Sampdoria,0,2,Italy,Serie A,2020-21,2021-01-24
Torino,Fiorentina,1,1,Italy,Serie A,2020-21,2021-01-29
Bologna,AC Milan,1,2,Italy,Serie A,2020-21,2021-01-30
Sampdoria,Juventus,0,2,Italy,Serie A,2020-21,2021-01-30
Inter,Benevento,4,0,Italy,Serie A,2020-21,2021-01-30
Spezia,Udinese,0,1,Italy,Serie A,2020-21,2021-01-31
Crotone,Genoa,0,3,Italy,Serie A,2020-21,2021-01-31
Atalanta,Lazio,1,3,Italy,Serie A,2020-21,2021-01-31
Cagliari,Sassuolo,1,1,Italy,Serie A,2020-21,2021-01-31
Napoli,Parma Calcio 1913,2,0,Italy,Serie A,2020-21,2021-01-31
Roma,Verona,3,1,Italy,Serie A,2020-21,2021-01-31
Fiorentina,Inter,0,2,Italy,Serie A,2020-21,2021-02-05
Atalanta,Torino,3,3,Italy,Serie A,2020-21,2021-02-06
Sassuolo,Spezia,1,2,Italy,Serie A,2020-21,2021-02-06
Juventus,Roma,2,0,Italy,Serie A,2020-21,2021-02-06
Genoa,Napoli,2,1,Italy,Serie A,2020-21,2021-02-06
Benevento,Sampdoria,1,1,Italy,Serie A,2020-21,2021-02-07
AC Milan,Crotone,4,0,Italy,Serie A,2020-21,2021-02-07
Udinese,Verona,2,0,Italy,Serie A,2020-21,2021-02-07
Parma Calcio 1913,Bologna,0,3,Italy,Serie A,2020-21,2021-02-07
Lazio,Cagliari,1,0,Italy,Serie A,2020-21,2021-02-07
Bologna,Benevento,1,1,Italy,Serie A,2020-21,2021-02-12
Torino,Genoa,0,0,Italy,Serie A,2020-21,2021-02-13
Napoli,Juventus,1,0,Italy,Serie A,2020-21,2021-02-13
Spezia,AC Milan,2,0,Italy,Serie A,2020-21,2021-02-13
Roma,Udinese,3,0,Italy,Serie A,2020-21,2021-02-14
Cagliari,Atalanta,0,1,Italy,Serie A,2020-21,2021-02-14
Sampdoria,Fiorentina,2,1,Italy,Serie A,2020-21,2021-02-14
Crotone,Sassuolo,1,2,Italy,Serie A,2020-21,2021-02-14
Inter,Lazio,3,1,Italy,Serie A,2020-21,2021-02-14
Verona,Parma Calcio 1913,2,1,Italy,Serie A,2020-21,2021-02-15
Fiorentina,Spezia,3,0,Italy,Serie A,2020-21,2021-02-19
Cagliari,Torino,0,1,Italy,Serie A,2020-21,2021-02-19
Lazio,Sampdoria,1,0,Italy,Serie A,2020-21,2021-02-20
Genoa,Verona,2,2,Italy,Serie A,2020-21,2021-02-20
Sassuolo,Bologna,1,1,Italy,Serie A,2020-21,2021-02-20
Parma Calcio 1913,Udinese,2,2,Italy,Serie A,2020-21,2021-02-21
AC Milan,Inter,0,3,Italy,Serie A,2020-21,2021-02-21
Atalanta,Napoli,4,2,Italy,Serie A,2020-21,2021-02-21
Benevento,Roma,0,0,Italy,Serie A,2020-21,2021-02-21
Juventus,Crotone,3,0,Italy,Serie A,2020-21,2021-02-22
Spezia,Parma Calcio 1913,2,2,Italy,Serie A,2020-21,2021-02-27
Bologna,Lazio,2,0,Italy,Serie A,2020-21,2021-02-27
Verona,Juventus,1,1,Italy,Serie A,2020-21,2021-02-27
Sampdoria,Atalanta,0,2,Italy,Serie A,2020-21,2021-02-28
Crotone,Cagliari,0,2,Italy,Serie A,2020-21,2021-02-28
Udinese,Fiorentina,1,0,Italy,Serie A,2020-21,2021-02-28
Inter,Genoa,3,0,Italy,Serie A,2020-21,2021-02-28
Napoli,Benevento,2,0,Italy,Serie A,2020-21,2021-02-28
Roma,AC Milan,1,2,Italy,Serie A,2020-21,2021-02-28
Juventus,Spezia,3,0,Italy,Serie A,2020-21,2021-03-02
Sassuolo,Napoli,3,3,Italy,Serie A,2020-21,2021-03-03
Cagliari,Bologna,1,0,Italy,Serie A,2020-21,2021-03-03
Atalanta,Crotone,5,1,Italy,Serie A,2020-21,2021-03-03
Benevento,Verona,0,3,Italy,Serie A,2020-21,2021-03-03
Genoa,Sampdoria,1,1,Italy,Serie A,2020-21,2021-03-03
AC Milan,Udinese,1,1,Italy,Serie A,2020-21,2021-03-03
Fiorentina,Roma,1,2,Italy,Serie A,2020-21,2021-03-03
Parma Calcio 1913,Inter,1,2,Italy,Serie A,2020-21,2021-03-04
Spezia,Benevento,1,1,Italy,Serie A,2020-21,2021-03-06
Udinese,Sassuolo,2,0,Italy,Serie A,2020-21,2021-03-06
Juventus,Lazio,3,1,Italy,Serie A,2020-21,2021-03-06
Roma,Genoa,1,0,Italy,Serie A,2020-21,2021-03-07
Crotone,Torino,4,2,Italy,Serie A,2020-21,2021-03-07
Fiorentina,Parma Calcio 1913,3,3,Italy,Serie A,2020-21,2021-03-07
Verona,AC Milan,0,2,Italy,Serie A,2020-21,2021-03-07
Sampdoria,Cagliari,2,2,Italy,Serie A,2020-21,2021-03-07
Napoli,Bologna,3,1,Italy,Serie A,2020-21,2021-03-07
Inter,Atalanta,1,0,Italy,Serie A,2020-21,2021-03-08
Lazio,Crotone,3,2,Italy,Serie A,2020-21,2021-03-12
Atalanta,Spezia,3,1,Italy,Serie A,2020-21,2021-03-12
Sassuolo,Verona,3,2,Italy,Serie A,2020-21,2021-03-13
Benevento,Fiorentina,1,4,Italy,Serie A,2020-21,2021-03-13
Genoa,Udinese,1,1,Italy,Serie A,2020-21,2021-03-13
Bologna,Sampdoria,3,1,Italy,Serie A,2020-21,2021-03-14
Torino,Inter,1,2,Italy,Serie A,2020-21,2021-03-14
Parma Calcio 1913,Roma,2,0,Italy,Serie A,2020-21,2021-03-14
Cagliari,Juventus,1,3,Italy,Serie A,2020-21,2021-03-14
AC Milan,Napoli,0,1,Italy,Serie A,2020-21,2021-03-14
Torino,Sassuolo,3,2,Italy,Serie A,2020-21,2021-03-17
Parma Calcio 1913,Genoa,1,2,Italy,Serie A,2020-21,2021-03-19
Crotone,Bologna,2,3,Italy,Serie A,2020-21,2021-03-20
Spezia,Cagliari,2,1,Italy,Serie A,2020-21,2021-03-20
Verona,Atalanta,0,2,Italy,Serie A,2020-21,2021-03-21
Udinese,Lazio,0,1,Italy,Serie A,2020-21,2021-03-21
Juventus,Benevento,0,1,Italy,Serie A,2020-21,2021-03-21
Sampdoria,Torino,1,0,Italy,Serie A,2020-21,2021-03-21
Fiorentina,AC Milan,2,3,Italy,Serie A,2020-21,2021-03-21
Roma,Napoli,0,2,Italy,Serie A,2020-21,2021-03-21
AC Milan,Sampdoria,1,1,Italy,Serie A,2020-21,2021-04-03
Cagliari,Verona,0,2,Italy,Serie A,2020-21,2021-04-03
Atalanta,Udinese,3,2,Italy,Serie A,2020-21,2021-04-03
Lazio,Spezia,2,1,Italy,Serie A,2020-21,2021-04-03
Sassuolo,Roma,2,2,Italy,Serie A,2020-21,2021-04-03
Benevento,Parma Calcio 1913,2,2,Italy,Serie A,2020-21,2021-04-03
Genoa,Fiorentina,1,1,Italy,Serie A,2020-21,2021-04-03
Napoli,Crotone,4,3,Italy,Serie A,2020-21,2021-04-03
Torino,Juventus,2,2,Italy,Serie A,2020-21,2021-04-03
Bologna,Inter,0,1,Italy,Serie A,2020-21,2021-04-03
Juventus,Napoli,2,1,Italy,Serie A,2020-21,2021-04-07
Inter,Sassuolo,2,1,Italy,Serie A,2020-21,2021-04-07
Spezia,Crotone,3,2,Italy,Serie A,2020-21,2021-04-10
Parma Calcio 1913,AC Milan,1,3,Italy,Serie A,2020-21,2021-04-10
Udinese,Torino,0,1,Italy,Serie A,2020-21,2021-04-10
Inter,Cagliari,1,0,Italy,Serie A,2020-21,2021-04-11
Juventus,Genoa,3,1,Italy,Serie A,2020-21,2021-04-11
Verona,Lazio,0,1,Italy,Serie A,2020-21,2021-04-11
Sampdoria,Napoli,0,2,Italy,Serie A,2020-21,2021-04-11
Roma,Bologna,1,0,Italy,Serie A,2020-21,2021-04-11
Fiorentina,Atalanta,2,3,Italy,Serie A,2020-21,2021-04-11
Benevento,Sassuolo,0,1,Italy,Serie A,2020-21,2021-04-12
Sampdoria,Verona,3,1,Italy,Serie A,2020-21,2021-04-17
Crotone,Udinese,1,2,Italy,Serie A,2020-21,2021-04-17
Sassuolo,Fiorentina,3,1,Italy,Serie A,2020-21,2021-04-17
Cagliari,Parma Calcio 1913,4,3,Italy,Serie A,2020-21,2021-04-17
AC Milan,Genoa,2,1,Italy,Serie A,2020-21,2021-04-18
Lazio,Benevento,5,3,Italy,Serie A,2020-21,2021-04-18
Atalanta,Juventus,1,0,Italy,Serie A,2020-21,2021-04-18
Bologna,Spezia,4,1,Italy,Serie A,2020-21,2021-04-18
Torino,Roma,3,1,Italy,Serie A,2020-21,2021-04-18
Napoli,Inter,1,1,Italy,Serie A,2020-21,2021-04-18
Verona,Fiorentina,1,2,Italy,Serie A,2020-21,2021-04-20
AC Milan,Sassuolo,1,2,Italy,Serie A,2020-21,2021-04-21
Genoa,Benevento,2,2,Italy,Serie A,2020-21,2021-04-21
Udinese,Cagliari,0,1,Italy,Serie A,2020-21,2021-04-21
Spezia,Inter,1,1,Italy,Serie A,2020-21,2021-04-21
Juventus,Parma Calcio 1913,3,1,Italy,Serie A,2020-21,2021-04-21
Crotone,Sampdoria,0,1,Italy,Serie A,2020-21,2021-04-21
Bologna,Torino,1,1,Italy,Serie A,2020-21,2021-04-21
Roma,Atalanta,1,1,Italy,Serie A,2020-21,2021-04-22
Napoli,Lazio,5,2,Italy,Serie A,2020-21,2021-04-22
Genoa,Spezia,2,0,Italy,Serie A,2020-21,2021-04-24
Parma Calcio 1913,Crotone,3,4,Italy,Serie A,2020-21,2021-04-24
Sassuolo,Sampdoria,1,0,Italy,Serie A,2020-21,2021-04-24
