HomeTeam,AwayTeam,HomeGoals,AwayGoals,Country,League,Season,Date
Union Berlin,Arminia Bielefeld,1,0,Germany,Bundesliga,2021-22,2021-09-25
Bayer Leverkusen,Mainz 05,1,0,Germany,Bundesliga,2021-22,2021-09-25
Eintracht Frankfurt,FC Cologne,1,1,Germany,Bundesliga,2021-22,2021-09-25
RasenBallsport Leipzig,Hertha Berlin,6,0,Germany,Bundesliga,2021-22,2021-09-25
Hoffenheim,Wolfsburg,3,1,Germany,Bundesliga,2021-22,2021-09-25
Borussia M.Gladbach,Borussia Dortmund,1,0,Germany,Bundesliga,2021-22,2021-09-25
Bochum,VfB Stuttgart,0,0,Germany,Bundesliga,2021-22,2021-09-26
Freiburg,Augsburg,3,0,Germany,Bundesliga,2021-22,2021-09-26
FC Cologne,Greuther Fuerth,3,1,Germany,Bundesliga,2021-22,2021-10-01
Hertha Berlin,Freiburg,1,2,Germany,Bundesliga,2021-22,2021-10-02
VfB Stuttgart,Hoffenheim,3,1,Germany,Bundesliga,2021-22,2021-10-02
Wolfsburg,Borussia M.Gladbach,1,3,Germany,Bundesliga,2021-22,2021-10-02
Borussia Dortmund,Augsburg,2,1,Germany,Bundesliga,2021-22,2021-10-02
RasenBallsport Leipzig,Bochum,3,0,Germany,Bundesliga,2021-22,2021-10-02
Mainz 05,Union Berlin,1,2,Germany,Bundesliga,2021-22,2021-10-03
Bayern Munich,Eintracht Frankfurt,1,2,Germany,Bundesliga,2021-22,2021-10-03
Arminia Bielefeld,Bayer Leverkusen,0,4,Germany,Bundesliga,2021-22,2021-10-03
Hoffenheim,FC Cologne,5,0,Germany,Bundesliga,2021-22,2021-10-15
Borussia Dortmund,Mainz 05,3,1,Germany,Bundesliga,2021-22,2021-10-16
Eintracht Frankfurt,Hertha Berlin,1,2,Germany,Bundesliga,2021-22,2021-10-16
Union Berlin,Wolfsburg,2,0,Germany,Bundesliga,2021-22,2021-10-16
Freiburg,RasenBallsport Leipzig,1,1,Germany,Bundesliga,2021-22,2021-10-16
Greuther Fuerth,Bochum,0,1,Germany,Bundesliga,2021-22,2021-10-16
Borussia M.Gladbach,VfB Stuttgart,1,1,Germany,Bundesliga,2021-22,2021-10-16
Bayer Leverkusen,Bayern Munich,1,5,Germany,Bundesliga,2021-22,2021-10-17
Augsburg,Arminia Bielefeld,1,1,Germany,Bundesliga,2021-22,2021-10-17
Mainz 05,Augsburg,4,1,Germany,Bundesliga,2021-22,2021-10-22
Arminia Bielefeld,Borussia Dortmund,1,3,Germany,Bundesliga,2021-22,2021-10-23
Wolfsburg,Freiburg,0,2,Germany,Bundesliga,2021-22,2021-10-23
RasenBallsport Leipzig,Greuther Fuerth,4,1,Germany,Bundesliga,2021-22,2021-10-23
Bayern Munich,Hoffenheim,4,0,Germany,Bundesliga,2021-22,2021-10-23
Hertha Berlin,Borussia M.Gladbach,1,0,Germany,Bundesliga,2021-22,2021-10-23
FC Cologne,Bayer Leverkusen,2,2,Germany,Bundesliga,2021-22,2021-10-24
VfB Stuttgart,Union Berlin,1,1,Germany,Bundesliga,2021-22,2021-10-24
Bochum,Eintracht Frankfurt,2,0,Germany,Bundesliga,2021-22,2021-10-24
Hoffenheim,Hertha Berlin,2,0,Germany,Bundesliga,2021-22,2021-10-29
Arminia Bielefeld,Mainz 05,1,2,Germany,Bundesliga,2021-22,2021-10-30
Freiburg,Greuther Fuerth,3,1,Germany,Bundesliga,2021-22,2021-10-30
Union Berlin,Bayern Munich,2,5,Germany,Bundesliga,2021-22,2021-10-30
Bayer Leverkusen,Wolfsburg,0,2,Germany,Bundesliga,2021-22,2021-10-30
Borussia Dortmund,FC Cologne,2,0,Germany,Bundesliga,2021-22,2021-10-30
Eintracht Frankfurt,RasenBallsport Leipzig,1,1,Germany,Bundesliga,2021-22,2021-10-30
Augsburg,VfB Stuttgart,4,1,Germany,Bundesliga,2021-22,2021-10-31
Borussia M.Gladbach,Bochum,2,1,Germany,Bundesliga,2021-22,2021-10-31
Mainz 05,Borussia M.Gladbach,1,1,Germany,Bundesliga,2021-22,2021-11-05
Wolfsburg,Augsburg,1,0,Germany,Bundesliga,2021-22,2021-11-06
Bayern Munich,Freiburg,2,1,Germany,Bundesliga,2021-22,2021-11-06
Bochum,Hoffenheim,2,0,Germany,Bundesliga,2021-22,2021-11-06
VfB Stuttgart,Arminia Bielefeld,0,1,Germany,Bundesliga,2021-22,2021-11-06
RasenBallsport Leipzig,Borussia Dortmund,2,1,Germany,Bundesliga,2021-22,2021-11-06
Hertha Berlin,Bayer Leverkusen,1,1,Germany,Bundesliga,2021-22,2021-11-07
FC Cologne,Union Berlin,2,2,Germany,Bundesliga,2021-22,2021-11-07
Greuther Fuerth,Eintracht Frankfurt,1,2,Germany,Bundesliga,2021-22,2021-11-07
Augsburg,Bayern Munich,2,1,Germany,Bundesliga,2021-22,2021-11-19
Arminia Bielefeld,Wolfsburg,2,2,Germany,Bundesliga,2021-22,2021-11-20
Hoffenheim,RasenBallsport Leipzig,2,0,Germany,Bundesliga,2021-22,2021-11-20
Borussia M.Gladbach,Greuther Fuerth,4,0,Germany,Bundesliga,2021-22,2021-11-20
Bayer Leverkusen,Bochum,1,0,Germany,Bundesliga,2021-22,2021-11-20
Borussia Dortmund,VfB Stuttgart,2,1,Germany,Bundesliga,2021-22,2021-11-20
Union Berlin,Hertha Berlin,2,0,Germany,Bundesliga,2021-22,2021-11-20
Freiburg,Eintracht Frankfurt,0,2,Germany,Bundesliga,2021-22,2021-11-21
Mainz 05,FC Cologne,1,1,Germany,Bundesliga,2021-22,2021-11-21
VfB Stuttgart,Mainz 05,2,1,Germany,Bundesliga,2021-22,2021-11-26
Greuther Fuerth,Hoffenheim,3,6,Germany,Bundesliga,2021-22,2021-11-27
Bochum,Freiburg,2,1,Germany,Bundesliga,2021-22,2021-11-27
FC Cologne,Borussia M.Gladbach,4,1,Germany,Bundesliga,2021-22,2021-11-27
Hertha Berlin,Augsburg,1,1,Germany,Bundesliga,2021-22,2021-11-27
Wolfsburg,Borussia Dortmund,1,3,Germany,Bundesliga,2021-22,2021-11-27
Bayern Munich,Arminia Bielefeld,1,0,Germany,Bundesliga,2021-22,2021-11-27
Eintracht Frankfurt,Union Berlin,2,1,Germany,Bundesliga,2021-22,2021-11-28
RasenBallsport Leipzig,Bayer Leverkusen,1,3,Germany,Bundesliga,2021-22,2021-11-28
Union Berlin,RasenBallsport Leipzig,2,1,Germany,Bundesliga,2021-22,2021-12-03
Bayer Leverkusen,Greuther Fuerth,7,1,Germany,Bundesliga,2021-22,2021-12-04
Mainz 05,Wolfsburg,3,0,Germany,Bundesliga,2021-22,2021-12-04
Hoffenheim,Eintracht Frankfurt,3,2,Germany,Bundesliga,2021-22,2021-12-04
Arminia Bielefeld,FC Cologne,1,1,Germany,Bundesliga,2021-22,2021-12-04
Augsburg,Bochum,2,3,Germany,Bundesliga,2021-22,2021-12-04
Borussia Dortmund,Bayern Munich,2,3,Germany,Bundesliga,2021-22,2021-12-04
VfB Stuttgart,Hertha Berlin,2,2,Germany,Bundesliga,2021-22,2021-12-05
Borussia M.Gladbach,Freiburg,0,6,Germany,Bundesliga,2021-22,2021-12-05
FC Cologne,Augsburg,0,2,Germany,Bundesliga,2021-22,2021-12-10
Bochum,Borussia Dortmund,1,1,Germany,Bundesliga,2021-22,2021-12-11
Hertha Berlin,Arminia Bielefeld,2,0,Germany,Bundesliga,2021-22,2021-12-11
Freiburg,Hoffenheim,1,2,Germany,Bundesliga,2021-22,2021-12-11
RasenBallsport Leipzig,Borussia M.Gladbach,4,1,Germany,Bundesliga,2021-22,2021-12-11
Bayern Munich,Mainz 05,2,1,Germany,Bundesliga,2021-22,2021-12-11
Wolfsburg,VfB Stuttgart,0,2,Germany,Bundesliga,2021-22,2021-12-11
Greuther Fuerth,Union Berlin,1,0,Germany,Bundesliga,2021-22,2021-12-12
Eintracht Frankfurt,Bayer Leverkusen,5,2,Germany,Bundesliga,2021-22,2021-12-12
VfB Stuttgart,Bayern Munich,0,5,Germany,Bundesliga,2021-22,2021-12-14
Arminia Bielefeld,Bochum,2,0,Germany,Bundesliga,2021-22,2021-12-14
Mainz 05,Hertha Berlin,4,0,Germany,Bundesliga,2021-22,2021-12-14
Wolfsburg,FC Cologne,2,3,Germany,Bundesliga,2021-22,2021-12-14
Borussia M.Gladbach,Eintracht Frankfurt,2,3,Germany,Bundesliga,2021-22,2021-12-15
Augsburg,RasenBallsport Leipzig,1,1,Germany,Bundesliga,2021-22,2021-12-15
Union Berlin,Freiburg,0,0,Germany,Bundesliga,2021-22,2021-12-15
Bayer Leverkusen,Hoffenheim,2,2,Germany,Bundesliga,2021-22,2021-12-15
Borussia Dortmund,Greuther Fuerth,3,0,Germany,Bundesliga,2021-22,2021-12-15
Bayern Munich,Wolfsburg,4,0,Germany,Bundesliga,2021-22,2021-12-17
RasenBallsport Leipzig,Arminia Bielefeld,0,2,Germany,Bundesliga,2021-22,2021-12-18
Hoffenheim,Borussia M.Gladbach,1,1,Germany,Bundesliga,2021-22,2021-12-18
Eintracht Frankfurt,Mainz 05,1,0,Germany,Bundesliga,2021-22,2021-12-18
Greuther Fuerth,Augsburg,0,0,Germany,Bundesliga,2021-22,2021-12-18
Bochum,Union Berlin,0,1,Germany,Bundesliga,2021-22,2021-12-18
Hertha Berlin,Borussia Dortmund,3,2,Germany,Bundesliga,2021-22,2021-12-18
Freiburg,Bayer Leverkusen,2,1,Germany,Bundesliga,2021-22,2021-12-19
FC Cologne,VfB Stuttgart,1,0,Germany,Bundesliga,2021-22,2021-12-19
Bayern Munich,Borussia M.Gladbach,1,2,Germany,Bundesliga,2021-22,2022-01-07
Greuther Fuerth,VfB Stuttgart,0,0,Germany,Bundesliga,2021-22,2022-01-08
Hoffenheim,Augsburg,3,1,Germany,Bundesliga,2021-22,2022-01-08
Freiburg,Arminia Bielefeld,2,2,Germany,Bundesliga,2021-22,2022-01-08
Bayer Leverkusen,Union Berlin,2,2,Germany,Bundesliga,2021-22,2022-01-08
RasenBallsport Leipzig,Mainz 05,4,1,Germany,Bundesliga,2021-22,2022-01-08
Eintracht Frankfurt,Borussia Dortmund,2,3,Germany,Bundesliga,2021-22,2022-01-08
Hertha Berlin,FC Cologne,1,3,Germany,Bundesliga,2021-22,2022-01-09
Bochum,Wolfsburg,1,0,Germany,Bundesliga,2021-22,2022-01-09
Borussia Dortmund,Freiburg,5,1,Germany,Bundesliga,2021-22,2022-01-14
FC Cologne,Bayern Munich,0,4,Germany,Bundesliga,2021-22,2022-01-15
Mainz 05,Bochum,1,0,Germany,Bundesliga,2021-22,2022-01-15
VfB Stuttgart,RasenBallsport Leipzig,0,2,Germany,Bundesliga,2021-22,2022-01-15
Union Berlin,Hoffenheim,2,1,Germany,Bundesliga,2021-22,2022-01-15
Wolfsburg,Hertha Berlin,0,0,Germany,Bundesliga,2021-22,2022-01-15
Borussia M.Gladbach,Bayer Leverkusen,1,2,Germany,Bundesliga,2021-22,2022-01-15
Augsburg,Eintracht Frankfurt,1,1,Germany,Bundesliga,2021-22,2022-01-16
Arminia Bielefeld,Greuther Fuerth,2,2,Germany,Bundesliga,2021-22,2022-01-16
Eintracht Frankfurt,Arminia Bielefeld,0,2,Germany,Bundesliga,2021-22,2022-01-21
Bayer Leverkusen,Augsburg,5,1,Germany,Bundesliga,2021-22,2022-01-22
Freiburg,VfB Stuttgart,2,0,Germany,Bundesliga,2021-22,2022-01-22
Borussia M.Gladbach,Union Berlin,1,2,Germany,Bundesliga,2021-22,2022-01-22
Greuther Fuerth,Mainz 05,2,1,Germany,Bundesliga,2021-22,2022-01-22
Hoffenheim,Borussia Dortmund,2,3,Germany,Bundesliga,2021-22,2022-01-22
Bochum,FC Cologne,2,2,Germany,Bundesliga,2021-22,2022-01-22
RasenBallsport Leipzig,Wolfsburg,2,0,Germany,Bundesliga,2021-22,2022-01-23
Hertha Berlin,Bayern Munich,1,4,Germany,Bundesliga,2021-22,2022-01-23
Hertha Berlin,Bochum,1,1,Germany,Bundesliga,2021-22,2022-02-04
FC Cologne,Freiburg,1,0,Germany,Bundesliga,2021-22,2022-02-05
Arminia Bielefeld,Borussia M.Gladbach,1,1,Germany,Bundesliga,2021-22,2022-02-05
Augsburg,Union Berlin,2,0,Germany,Bundesliga,2021-22,2022-02-05
Mainz 05,Hoffenheim,2,0,Germany,Bundesliga,2021-22,2022-02-05
VfB Stuttgart,Eintracht Frankfurt,2,3,Germany,Bundesliga,2021-22,2022-02-05
Bayern Munich,RasenBallsport Leipzig,3,2,Germany,Bundesliga,2021-22,2022-02-05
Borussia Dortmund,Bayer Leverkusen,2,5,Germany,Bundesliga,2021-22,2022-02-06
Wolfsburg,Greuther Fuerth,4,1,Germany,Bundesliga,2021-22,2022-02-06
RasenBallsport Leipzig,FC Cologne,3,1,Germany,Bundesliga,2021-22,2022-02-11
Greuther Fuerth,Hertha Berlin,2,1,Germany,Bundesliga,2021-22,2022-02-12
Bochum,Bayern Munich,4,2,Germany,Bundesliga,2021-22,2022-02-12
Freiburg,Mainz 05,1,1,Germany,Bundesliga,2021-22,2022-02-12
Borussia M.Gladbach,Augsburg,3,2,Germany,Bundesliga,2021-22,2022-02-12
Eintracht Frankfurt,Wolfsburg,0,2,Germany,Bundesliga,2021-22,2022-02-12
Bayer Leverkusen,VfB Stuttgart,4,2,Germany,Bundesliga,2021-22,2022-02-12
Union Berlin,Borussia Dortmund,0,3,Germany,Bundesliga,2021-22,2022-02-13
Hoffenheim,Arminia Bielefeld,2,0,Germany,Bundesliga,2021-22,2022-02-13
Mainz 05,Bayer Leverkusen,3,2,Germany,Bundesliga,2021-22,2022-02-18
Arminia Bielefeld,Union Berlin,1,0,Germany,Bundesliga,2021-22,2022-02-19
Augsburg,Freiburg,1,2,Germany,Bundesliga,2021-22,2022-02-19
VfB Stuttgart,Bochum,1,1,Germany,Bundesliga,2021-22,2022-02-19
Wolfsburg,Hoffenheim,1,2,Germany,Bundesliga,2021-22,2022-02-19
FC Cologne,Eintracht Frankfurt,1,0,Germany,Bundesliga,2021-22,2022-02-19
Bayern Munich,Greuther Fuerth,4,1,Germany,Bundesliga,2021-22,2022-02-20
Borussia Dortmund,Borussia M.Gladbach,6,0,Germany,Bundesliga,2021-22,2022-02-20
Hertha Berlin,RasenBallsport Leipzig,1,6,Germany,Bundesliga,2021-22,2022-02-20
Hoffenheim,VfB Stuttgart,2,1,Germany,Bundesliga,2021-22,2022-02-25
Greuther Fuerth,FC Cologne,1,1,Germany,Bundesliga,2021-22,2022-02-26
Freiburg,Hertha Berlin,3,0,Germany,Bundesliga,2021-22,2022-02-26
Borussia M.Gladbach,Wolfsburg,2,2,Germany,Bundesliga,2021-22,2022-02-26
Union Berlin,Mainz 05,3,1,Germany,Bundesliga,2021-22,2022-02-26
Bayer Leverkusen,Arminia Bielefeld,3,0,Germany,Bundesliga,2021-22,2022-02-26
Eintracht Frankfurt,Bayern Munich,0,1,Germany,Bundesliga,2021-22,2022-02-26
Bochum,RasenBallsport Leipzig,0,1,Germany,Bundesliga,2021-22,2022-02-27
Augsburg,Borussia Dortmund,1,1,Germany,Bundesliga,2021-22,2022-02-27
Arminia Bielefeld,Augsburg,0,1,Germany,Bundesliga,2021-22,2022-03-04
