Date,HomeTeam,AwayTeam,HG,AG,Season
2014-12-06,M'gladbach,Hertha,3,2,2014-15
2014-12-06,Bayern Munich,Leverkusen,1,0,2014-15
2014-12-06,FC Koln,Augsburg,1,2,2014-15
2014-12-06,Hannover,Wolfsburg,1,3,2014-15
2014-12-07,Ein Frankfurt,Werder Bremen,5,2,2014-15
2014-12-07,Hamburg,Mainz,2,1,2014-15
2014-12-12,Hoffenheim,Ein Frankfurt,3,2,2014-15
2014-12-13,Schalke 04,FC Koln,1,2,2014-15
2014-12-13,Werder Bremen,Hannover,3,3,2014-15
2014-12-13,Mainz,Stuttgart,1,1,2014-15
2014-12-13,Augsburg,Bayern Munich,0,4,2014-15
2014-12-13,Freiburg,Hamburg,0,0,2014-15
2014-12-13,Hertha,Dortmund,1,0,2014-15
2014-12-14,Leverkusen,M'gladbach,1,1,2014-15
2014-12-14,Wolfsburg,Paderborn,1,1,2014-15
2014-12-16,Bayern Munich,Freiburg,2,0,2014-15
2014-12-16,FC Koln,Mainz,0,0,2014-15
2014-12-16,Hamburg,Stuttgart,0,1,2014-15
2014-12-16,Hannover,Augsburg,2,0,2014-15
2014-12-17,Dortmund,Wolfsburg,2,2,2014-15
2014-12-17,Ein Frankfurt,Hertha,4,4,2014-15
2014-12-17,Hoffenheim,Leverkusen,0,1,2014-15
2014-12-17,M'gladbach,Werder Bremen,4,1,2014-15
2014-12-17,Paderborn,Schalke 04,1,2,2014-15
2014-12-19,Mainz,Bayern Munich,1,2,2014-15
2014-12-20,Augsburg,M'gladbach,2,1,2014-15
2014-12-20,Leverkusen,Ein Frankfurt,1,1,2014-15
2014-12-20,Stuttgart,Paderborn,0,0,2014-15
2014-12-20,Werder Bremen,Dortmund,2,1,2014-15
2014-12-20,Wolfsburg,FC Koln,2,1,2014-15
2014-12-20,Schalke 04,Hamburg,0,0,2014-15
2014-12-21,Freiburg,Hannover,2,2,2014-15
2014-12-21,Hertha,Hoffenheim,0,5,2014-15
2015-01-30,Wolfsburg,Bayern Munich,4,1,2014-15
2015-01-31,Hamburg,FC Koln,0,2,2014-15
2015-01-31,Stuttgart,M'gladbach,0,1,2014-15
2015-01-31,Schalke 04,Hannover,1,0,2014-15
2015-01-31,Freiburg,Ein Frankfurt,4,1,2014-15
2015-01-31,Leverkusen,Dortmund,0,0,2014-15
2015-01-31,Mainz,Paderborn,5,0,2014-15
2015-02-01,Augsburg,Hoffenheim,3,1,2014-15
2015-02-01,Werder Bremen,Hertha,2,0,2014-15
2015-02-03,Bayern Munich,Schalke 04,1,1,2014-15
2015-02-03,Ein Frankfurt,Wolfsburg,1,1,2014-15
2015-02-03,Hannover,Mainz,1,1,2014-15
2015-02-03,M'gladbach,Freiburg,1,0,2014-15
2015-02-04,Dortmund,Augsburg,0,1,2014-15
2015-02-04,FC Koln,Stuttgart,0,0,2014-15
2015-02-04,Hertha,Leverkusen,0,1,2014-15
2015-02-04,Hoffenheim,Werder Bremen,1,2,2014-15
2015-02-04,Paderborn,Hamburg,0,3,2014-15
2015-02-06,Schalke 04,M'gladbach,1,0,2014-15
2015-02-07,Hamburg,Hannover,2,1,2014-15
2015-02-07,Mainz,Hertha,0,2,2014-15
2015-02-07,Stuttgart,Bayern Munich,0,2,2014-15
2015-02-07,Wolfsburg,Hoffenheim,3,0,2014-15
2015-02-07,FC Koln,Paderborn,0,0,2014-15
2015-02-07,Freiburg,Dortmund,0,3,2014-15
2015-02-08,Augsburg,Ein Frankfurt,2,2,2014-15
2015-02-08,Werder Bremen,Leverkusen,2,1,2014-15
2015-02-13,Dortmund,Mainz,4,2,2014-15
2015-02-14,Werder Bremen,Augsburg,3,2,2014-15
2015-02-14,Bayern Munich,Hamburg,8,0,2014-15
2015-02-14,Ein Frankfurt,Schalke 04,1,0,2014-15
2015-02-14,Hoffenheim,Stuttgart,2,1,2014-15
2015-02-14,Leverkusen,Wolfsburg,4,5,2014-15
2015-02-14,M'gladbach,FC Koln,1,0,2014-15
2015-02-15,Hertha,Freiburg,0,2,2014-15
2015-02-15,Hannover,Paderborn,1,2,2014-15
2015-02-20,Stuttgart,Dortmund,2,3,2014-15
2015-02-21,FC Koln,Hannover,1,1,2014-15
2015-02-21,Freiburg,Hoffenheim,1,1,2014-15
2015-02-21,Mainz,Ein Frankfurt,3,1,2014-15
2015-02-21,Paderborn,Bayern Munich,0,6,2014-15
2015-02-21,Schalke 04,Werder Bremen,1,1,2014-15
2015-02-21,Augsburg,Leverkusen,2,2,2014-15
2015-02-22,Hamburg,M'gladbach,1,1,2014-15
2015-02-22,Wolfsburg,Hertha,2,1,2014-15
2015-02-27,Bayern Munich,FC Koln,4,1,2014-15
2015-02-28,Dortmund,Schalke 04,3,0,2014-15
2015-02-28,Ein Frankfurt,Hamburg,2,1,2014-15
2015-02-28,Hannover,Stuttgart,1,1,2014-15
2015-02-28,Hertha,Augsburg,1,0,2014-15
2015-02-28,Hoffenheim,Mainz,2,0,2014-15
2015-02-28,Leverkusen,Freiburg,1,0,2014-15
2015-03-01,Werder Bremen,Wolfsburg,3,5,2014-15
2015-03-01,M'gladbach,Paderborn,2,0,2014-15
2015-03-06,Stuttgart,Hertha,0,0,2014-15
2015-03-07,Freiburg,Werder Bremen,0,1,2014-15
2015-03-07,Hamburg,Dortmund,0,0,2014-15
2015-03-07,Hannover,Bayern Munich,1,3,2014-15
2015-03-07,Mainz,M'gladbach,2,2,2014-15
2015-03-07,Schalke 04,Hoffenheim,3,1,2014-15
2015-03-07,Augsburg,Wolfsburg,1,0,2014-15
2015-03-08,FC Koln,Ein Frankfurt,4,2,2014-15
2015-03-08,Paderborn,Leverkusen,0,3,2014-15
2015-03-13,Leverkusen,Stuttgart,4,0,2014-15
2015-03-14,Werder Bremen,Bayern Munich,0,4,2014-15
2015-03-14,Augsburg,Mainz,0,2,2014-15
2015-03-14,Dortmund,FC Koln,0,0,2014-15
2015-03-14,Ein Frankfurt,Paderborn,4,0,2014-15
2015-03-14,Hertha,Schalke 04,2,2,2014-15
2015-03-14,Hoffenheim,Hamburg,3,0,2014-15
2015-03-15,M'gladbach,Hannover,2,0,2014-15
2015-03-15,Wolfsburg,Freiburg,3,0,2014-15
2015-03-20,Hamburg,Hertha,0,1,2014-15
2015-03-21,Freiburg,Augsburg,2,0,2014-15
2015-03-21,Stuttgart,Ein Frankfurt,3,1,2014-15
2015-03-21,Schalke 04,Leverkusen,0,1,2014-15
2015-03-21,FC Koln,Werder Bremen,1,1,2014-15
2015-03-21,Hannover,Dortmund,2,3,2014-15
2015-03-21,Paderborn,Hoffenheim,0,0,2014-15
2015-03-22,Bayern Munich,M'gladbach,0,2,2014-15
2015-03-22,Mainz,Wolfsburg,1,1,2014-15
2015-04-04,Dortmund,Bayern Munich,0,1,2014-15
2015-04-04,Freiburg,FC Koln,1,0,2014-15
2015-04-04,Hoffenheim,M'gladbach,1,4,2014-15
2015-04-04,Leverkusen,Hamburg,4,0,2014-15
2015-04-04,Werder Bremen,Mainz,0,0,2014-15
2015-04-04,Wolfsburg,Stuttgart,3,1,2014-15
2015-04-04,Ein Frankfurt,Hannover,2,2,2014-15
2015-04-05,Hertha,Paderborn,2,0,2014-15
2015-04-05,Augsburg,Schalke 04,0,0,2014-15
2015-04-10,Hannover,Hertha,1,1,2014-15
2015-04-11,Hamburg,Wolfsburg,0,2,2014-15
2015-04-11,Schalke 04,Freiburg,0,0,2014-15
2015-04-11,Paderborn,Augsburg,2,1,2014-15
2015-04-11,Bayern Munich,Ein Frankfurt,3,0,2014-15
2015-04-11,Mainz,Leverkusen,2,3,2014-15
2015-04-11,M'gladbach,Dortmund,3,1,2014-15
2015-04-12,FC Koln,Hoffenheim,3,2,2014-15
2015-04-12,Stuttgart,Werder Bremen,3,2,2014-15
2015-04-17,Ein Frankfurt,M'gladbach,0,0,2014-15
2015-04-18,Dortmund,Paderborn,3,0,2014-15
2015-04-18,Freiburg,Mainz,2,3,2014-15
2015-04-18,Hertha,FC Koln,0,0,2014-15
2015-04-18,Hoffenheim,Bayern Munich,0,2,2014-15
2015-04-18,Leverkusen,Hannover,4,0,2014-15
2015-04-18,Augsburg,Stuttgart,2,1,2014-15
2015-04-19,Wolfsburg,Schalke 04,1,1,2014-15
2015-04-19,Werder Bremen,Hamburg,1,0,2014-15
2015-04-24,Mainz,Schalke 04,2,0,2014-15
2015-04-25,Dortmund,Ein Frankfurt,2,0,2014-15
2015-04-25,FC Koln,Leverkusen,1,1,2014-15
2015-04-25,Hamburg,Augsburg,3,2,2014-15
2015-04-25,Hannover,Hoffenheim,1,2,2014-15
2015-04-25,Stuttgart,Freiburg,2,2,2014-15
2015-04-25,Bayern Munich,Hertha,1,0,2014-15
2015-04-26,M'gladbach,Wolfsburg,1,0,2014-15
2015-04-26,Paderborn,Werder Bremen,2,2,2014-15
2015-05-02,Wolfsburg,Hannover,2,2,2014-15
2015-05-02,Werder Bremen,Ein Frankfurt,1,0,2014-15
2015-05-02,Schalke 04,Stuttgart,3,2,2014-15
2015-05-02,Hoffenheim,Dortmund,1,1,2014-15
2015-05-02,Freiburg,Paderborn,1,2,2014-15
2015-05-02,Augsburg,FC Koln,0,0,2014-15
2015-05-02,Leverkusen,Bayern Munich,2,0,2014-15
2015-05-03,Hertha,M'gladbach,1,2,2014-15
2015-05-03,Mainz,Hamburg,1,2,2014-15
2015-05-08,Hamburg,Freiburg,1,1,2014-15
2015-05-09,Stuttgart,Mainz,2,0,2014-15
2015-05-09,M'gladbach,Leverkusen,3,0,2014-15
2015-05-09,Bayern Munich,Augsburg,0,1,2014-15
2015-05-09,Ein Frankfurt,Hoffenheim,3,1,2014-15
2015-05-09,Dortmund,Hertha,2,0,2014-15
2015-05-09,Hannover,Werder Bremen,1,1,2014-15
2015-05-10,FC Koln,Schalke 04,2,0,2014-15
2015-05-10,Paderborn,Wolfsburg,1,3,2014-15
2015-05-16,Augsburg,Hannover,1,2,2014-15
2015-05-16,Freiburg,Bayern Munich,2,1,2014-15
2015-05-16,Hertha,Ein Frankfurt,0,0,2014-15
2015-05-16,Leverkusen,Hoffenheim,2,0,2014-15
2015-05-16,Mainz,FC Koln,2,0,2014-15
2015-05-16,Schalke 04,Paderborn,1,0,2014-15
2015-05-16,Stuttgart,Hamburg,2,1,2014-15
2015-05-16,Werder Bremen,M'gladbach,0,2,2014-15
2015-05-16,Wolfsburg,Dortmund,2,1,2014-15
2015-05-23,Paderborn,Stuttgart,1,2,2014-15
2015-05-23,Hoffenheim,Hertha,2,1,2014-15
2015-05-23,Hannover,Freiburg,2,1,2014-15
2015-05-23,Hamburg,Schalke 04,2,0,2014-15
2015-05-23,FC Koln,Wolfsburg,2,2,2014-15
2015-05-23,Ein Frankfurt,Leverkusen,2,1,2014-15
2015-05-23,Dortmund,Werder Bremen,3,2,2014-15
2015-05-23,Bayern Munich,Mainz,2,0,2014-15
2015-05-23,M'gladbach,Augsburg,1,3,2014-15
